,Author of Tweet,Compound Score,Negative Score,Neutral Score,Positive Score,Text,Time of Tweet
187,@CBS,0.5319,0.062,0.78,0.157,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR,Sun Mar 25 17:15:25 +0000 2018
188,@CBS,0.5399,0.0,0.801,0.199,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P,Sat Mar 24 22:46:53 +0000 2018
189,@CBS,-0.34,0.185,0.7,0.115,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. ??? #PaleyFest,Sat Mar 24 22:46:43 +0000 2018
190,@CBS,0.7003,0.0,0.791,0.209,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…",Sat Mar 24 22:25:03 +0000 2018
191,@CBS,0.0,0.0,1.0,0.0,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! ?,Sat Mar 24 22:21:37 +0000 2018
192,@CBS,0.0,0.0,1.0,0.0,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…",Sat Mar 24 22:21:34 +0000 2018
193,@CBS,0.7184,0.0,0.667,0.333,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest",Sat Mar 24 22:21:26 +0000 2018
194,@CBS,0.9451,0.0,0.58,0.42,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…,Sat Mar 24 22:21:23 +0000 2018
195,@CBS,0.0,0.0,1.0,0.0,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x",Sat Mar 24 20:00:02 +0000 2018
196,@CBS,0.6996,0.0,0.806,0.194,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW,Fri Mar 23 22:33:52 +0000 2018
197,@CBS,0.4939,0.0,0.686,0.314,RT @SEALTeamCBS: In honor of #NationalPuppyDay... ? #SEALTeam https://t.co/4mIZPpiRlU,Fri Mar 23 22:33:04 +0000 2018
198,@CBS,0.8997,0.0,0.645,0.355,"RT @HawaiiFive0CBS: Nothing like a man and his dog! ?? Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…",Fri Mar 23 22:32:48 +0000 2018
199,@CBS,0.0,0.0,1.0,0.0,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC,Thu Mar 22 22:10:29 +0000 2018
200,@CNN,0.0,0.0,1.0,0.0,China raised eyebrows this month by announcing it will give the Economic Community of West African States a $31.6 m… https://t.co/dgRkS4pNdV,Wed Mar 28 00:45:47 +0000 2018
201,@CNN,0.0,0.0,1.0,0.0,RT @AC360: China confirms: Kim Jong Un made a visit to Beijing https://t.co/mCREpkhOLd https://t.co/qoCsm4ZYzD,Wed Mar 28 00:40:26 +0000 2018
202,@CNN,0.0,0.0,1.0,0.0,"Former President George W. Bush may have retired his political penny loafers, but his dancing shoes? Those haven't… https://t.co/K4DjLuftKI",Wed Mar 28 00:36:50 +0000 2018
203,@CNN,0.0,0.0,1.0,0.0,"""Tonight, the President, still uncharacteristically silent."" With the news dominated by stories of alleged affairs… https://t.co/ywrY4xrHbh",Wed Mar 28 00:32:04 +0000 2018
204,@CNN,-0.8266,0.338,0.662,0.0,"After spending 23 years in prison for a crime he didn't commit, Nevest Coleman is back working as a groundskeeper f… https://t.co/3wnuYj9ZXQ",Wed Mar 28 00:21:03 +0000 2018
205,@CNN,0.0,0.0,1.0,0.0,North Atlantic right whales may be on edge of extinction. There's been zero births this year.… https://t.co/wkHa5e2fwD,Wed Mar 28 00:18:02 +0000 2018
206,@CNN,0.2732,0.0,0.792,0.208,Presidential misspellings create a spike in dictionary searches https://t.co/clvvRb4A5j https://t.co/jChXBtd8qI,Wed Mar 28 00:13:03 +0000 2018
207,@CNN,0.0,0.0,1.0,0.0,"President Trump has appointed to his cabinet several people who've served as conservative TV pundits, many on Fox N… https://t.co/ENk3znOZj5",Wed Mar 28 00:08:53 +0000 2018
208,@CNN,0.2732,0.0,0.9,0.1,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/l7yBatqodJ",Wed Mar 28 00:03:07 +0000 2018
209,@CNN,0.3612,0.097,0.737,0.166,The brother of slain Democratic National Committee staffer Seth Rich is suing right-wing activists and the Washingt… https://t.co/R4cs9PSQVQ,Wed Mar 28 00:03:04 +0000 2018
210,@CNN,0.0,0.0,1.0,0.0,"Cops in Tempe, Arizona, now have AR-15s strapped to the back of their motorcycles https://t.co/olcEquajNB https://t.co/xGVdtixqVC",Tue Mar 27 23:58:04 +0000 2018
211,@CNN,0.0,0.0,1.0,0.0,"RT @OutFrontCNN: ""Tonight, the President, still uncharacteristically silent."" - Amid a news cycle dominated by stories of alleged affairs w…",Tue Mar 27 23:56:45 +0000 2018
212,@CNN,0.0,0.0,1.0,0.0,Three members of the Australian cricket team will be sent home from Johannesburg after admitting during a post-matc… https://t.co/1UMvm0nLLv,Tue Mar 27 23:55:14 +0000 2018
213,@CNN,0.3818,0.0,0.729,0.271,Stunning photos capture Egypt's ancient underworld https://t.co/bW90Z7OZ7o https://t.co/8abhSDTKEu,Tue Mar 27 23:53:06 +0000 2018
214,@CNN,0.2732,0.0,0.9,0.1,"JUST IN: North Korea leader Kim Jong Un made a surprise two-day trip to Beijing, Chinese state media has confirmed… https://t.co/IW7YZvzjLR",Tue Mar 27 23:52:02 +0000 2018
215,@CNN,0.1779,0.1,0.769,0.131,"Heineken has pulled an ad with the tagline ""Sometimes lighter is better"" after critics slammed it as racist.… https://t.co/8LXiHLTqQH",Tue Mar 27 23:48:04 +0000 2018
216,@CNN,-0.7096,0.33,0.67,0.0,A new NYPD internal investigation criticizes the way the department handles sexual assaults https://t.co/UALy5XvuiA https://t.co/TNF0zTBLjm,Tue Mar 27 23:43:02 +0000 2018
217,@CNN,0.806,0.0,0.697,0.303,"""They didn't have to kill him like that. They didn't have to shoot him that many times."" The grandmother of Stephon… https://t.co/WqdgsJQJs6",Tue Mar 27 23:38:48 +0000 2018
218,@CNN,0.0,0.0,1.0,0.0,"Veterans Affairs Secretary David Shulkin appears to be on thin ice with the White House, but some major veterans gr… https://t.co/Tz47JBpTW1",Tue Mar 27 23:33:02 +0000 2018
219,@CNN,0.2732,0.0,0.9,0.1,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/Dk8k01daZO",Tue Mar 27 23:28:50 +0000 2018
220,@CNN,0.0,0.0,1.0,0.0,China raised eyebrows this month by announcing it will give the Economic Community of West African States a $31.6 m… https://t.co/dgRkS4pNdV,Wed Mar 28 00:45:47 +0000 2018
221,@CNN,0.0,0.0,1.0,0.0,RT @AC360: China confirms: Kim Jong Un made a visit to Beijing https://t.co/mCREpkhOLd https://t.co/qoCsm4ZYzD,Wed Mar 28 00:40:26 +0000 2018
222,@CNN,0.0,0.0,1.0,0.0,"Former President George W. Bush may have retired his political penny loafers, but his dancing shoes? Those haven't… https://t.co/K4DjLuftKI",Wed Mar 28 00:36:50 +0000 2018
223,@CNN,0.0,0.0,1.0,0.0,"""Tonight, the President, still uncharacteristically silent."" With the news dominated by stories of alleged affairs… https://t.co/ywrY4xrHbh",Wed Mar 28 00:32:04 +0000 2018
224,@CNN,-0.8266,0.338,0.662,0.0,"After spending 23 years in prison for a crime he didn't commit, Nevest Coleman is back working as a groundskeeper f… https://t.co/3wnuYj9ZXQ",Wed Mar 28 00:21:03 +0000 2018
225,@CNN,0.0,0.0,1.0,0.0,North Atlantic right whales may be on edge of extinction. There's been zero births this year.… https://t.co/wkHa5e2fwD,Wed Mar 28 00:18:02 +0000 2018
226,@CNN,0.2732,0.0,0.792,0.208,Presidential misspellings create a spike in dictionary searches https://t.co/clvvRb4A5j https://t.co/jChXBtd8qI,Wed Mar 28 00:13:03 +0000 2018
227,@CNN,0.0,0.0,1.0,0.0,"President Trump has appointed to his cabinet several people who've served as conservative TV pundits, many on Fox N… https://t.co/ENk3znOZj5",Wed Mar 28 00:08:53 +0000 2018
228,@CNN,0.2732,0.0,0.9,0.1,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/l7yBatqodJ",Wed Mar 28 00:03:07 +0000 2018
229,@CNN,0.3612,0.097,0.737,0.166,The brother of slain Democratic National Committee staffer Seth Rich is suing right-wing activists and the Washingt… https://t.co/R4cs9PSQVQ,Wed Mar 28 00:03:04 +0000 2018
230,@CNN,0.0,0.0,1.0,0.0,"Cops in Tempe, Arizona, now have AR-15s strapped to the back of their motorcycles https://t.co/olcEquajNB https://t.co/xGVdtixqVC",Tue Mar 27 23:58:04 +0000 2018
231,@CNN,0.0,0.0,1.0,0.0,"RT @OutFrontCNN: ""Tonight, the President, still uncharacteristically silent."" - Amid a news cycle dominated by stories of alleged affairs w…",Tue Mar 27 23:56:45 +0000 2018
232,@CNN,0.0,0.0,1.0,0.0,Three members of the Australian cricket team will be sent home from Johannesburg after admitting during a post-matc… https://t.co/1UMvm0nLLv,Tue Mar 27 23:55:14 +0000 2018
233,@CNN,0.3818,0.0,0.729,0.271,Stunning photos capture Egypt's ancient underworld https://t.co/bW90Z7OZ7o https://t.co/8abhSDTKEu,Tue Mar 27 23:53:06 +0000 2018
234,@CNN,0.2732,0.0,0.9,0.1,"JUST IN: North Korea leader Kim Jong Un made a surprise two-day trip to Beijing, Chinese state media has confirmed… https://t.co/IW7YZvzjLR",Tue Mar 27 23:52:02 +0000 2018
235,@CNN,0.1779,0.1,0.769,0.131,"Heineken has pulled an ad with the tagline ""Sometimes lighter is better"" after critics slammed it as racist.… https://t.co/8LXiHLTqQH",Tue Mar 27 23:48:04 +0000 2018
236,@CNN,-0.7096,0.33,0.67,0.0,A new NYPD internal investigation criticizes the way the department handles sexual assaults https://t.co/UALy5XvuiA https://t.co/TNF0zTBLjm,Tue Mar 27 23:43:02 +0000 2018
237,@CNN,0.806,0.0,0.697,0.303,"""They didn't have to kill him like that. They didn't have to shoot him that many times."" The grandmother of Stephon… https://t.co/WqdgsJQJs6",Tue Mar 27 23:38:48 +0000 2018
238,@CNN,0.0,0.0,1.0,0.0,"Veterans Affairs Secretary David Shulkin appears to be on thin ice with the White House, but some major veterans gr… https://t.co/Tz47JBpTW1",Tue Mar 27 23:33:02 +0000 2018
239,@CNN,0.2732,0.0,0.9,0.1,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/Dk8k01daZO",Tue Mar 27 23:28:50 +0000 2018
240,@CNN,0.0,0.0,1.0,0.0,China raised eyebrows this month by announcing it will give the Economic Community of West African States a $31.6 m… https://t.co/dgRkS4pNdV,Wed Mar 28 00:45:47 +0000 2018
241,@CNN,0.0,0.0,1.0,0.0,RT @AC360: China confirms: Kim Jong Un made a visit to Beijing https://t.co/mCREpkhOLd https://t.co/qoCsm4ZYzD,Wed Mar 28 00:40:26 +0000 2018
242,@CNN,0.0,0.0,1.0,0.0,"Former President George W. Bush may have retired his political penny loafers, but his dancing shoes? Those haven't… https://t.co/K4DjLuftKI",Wed Mar 28 00:36:50 +0000 2018
243,@CNN,0.0,0.0,1.0,0.0,"""Tonight, the President, still uncharacteristically silent."" With the news dominated by stories of alleged affairs… https://t.co/ywrY4xrHbh",Wed Mar 28 00:32:04 +0000 2018
244,@CNN,-0.8266,0.338,0.662,0.0,"After spending 23 years in prison for a crime he didn't commit, Nevest Coleman is back working as a groundskeeper f… https://t.co/3wnuYj9ZXQ",Wed Mar 28 00:21:03 +0000 2018
245,@CNN,0.0,0.0,1.0,0.0,North Atlantic right whales may be on edge of extinction. There's been zero births this year.… https://t.co/wkHa5e2fwD,Wed Mar 28 00:18:02 +0000 2018
246,@CNN,0.2732,0.0,0.792,0.208,Presidential misspellings create a spike in dictionary searches https://t.co/clvvRb4A5j https://t.co/jChXBtd8qI,Wed Mar 28 00:13:03 +0000 2018
247,@CNN,0.0,0.0,1.0,0.0,"President Trump has appointed to his cabinet several people who've served as conservative TV pundits, many on Fox N… https://t.co/ENk3znOZj5",Wed Mar 28 00:08:53 +0000 2018
248,@CNN,0.2732,0.0,0.9,0.1,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/l7yBatqodJ",Wed Mar 28 00:03:07 +0000 2018
249,@CNN,0.3612,0.097,0.737,0.166,The brother of slain Democratic National Committee staffer Seth Rich is suing right-wing activists and the Washingt… https://t.co/R4cs9PSQVQ,Wed Mar 28 00:03:04 +0000 2018
250,@CNN,0.0,0.0,1.0,0.0,"Cops in Tempe, Arizona, now have AR-15s strapped to the back of their motorcycles https://t.co/olcEquajNB https://t.co/xGVdtixqVC",Tue Mar 27 23:58:04 +0000 2018
251,@CNN,0.0,0.0,1.0,0.0,"RT @OutFrontCNN: ""Tonight, the President, still uncharacteristically silent."" - Amid a news cycle dominated by stories of alleged affairs w…",Tue Mar 27 23:56:45 +0000 2018
252,@CNN,0.0,0.0,1.0,0.0,Three members of the Australian cricket team will be sent home from Johannesburg after admitting during a post-matc… https://t.co/1UMvm0nLLv,Tue Mar 27 23:55:14 +0000 2018
253,@CNN,0.3818,0.0,0.729,0.271,Stunning photos capture Egypt's ancient underworld https://t.co/bW90Z7OZ7o https://t.co/8abhSDTKEu,Tue Mar 27 23:53:06 +0000 2018
254,@CNN,0.2732,0.0,0.9,0.1,"JUST IN: North Korea leader Kim Jong Un made a surprise two-day trip to Beijing, Chinese state media has confirmed… https://t.co/IW7YZvzjLR",Tue Mar 27 23:52:02 +0000 2018
255,@CNN,0.1779,0.1,0.769,0.131,"Heineken has pulled an ad with the tagline ""Sometimes lighter is better"" after critics slammed it as racist.… https://t.co/8LXiHLTqQH",Tue Mar 27 23:48:04 +0000 2018
256,@CNN,-0.7096,0.33,0.67,0.0,A new NYPD internal investigation criticizes the way the department handles sexual assaults https://t.co/UALy5XvuiA https://t.co/TNF0zTBLjm,Tue Mar 27 23:43:02 +0000 2018
257,@CNN,0.806,0.0,0.697,0.303,"""They didn't have to kill him like that. They didn't have to shoot him that many times."" The grandmother of Stephon… https://t.co/WqdgsJQJs6",Tue Mar 27 23:38:48 +0000 2018
258,@CNN,0.0,0.0,1.0,0.0,"Veterans Affairs Secretary David Shulkin appears to be on thin ice with the White House, but some major veterans gr… https://t.co/Tz47JBpTW1",Tue Mar 27 23:33:02 +0000 2018
259,@CNN,0.2732,0.0,0.9,0.1,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/Dk8k01daZO",Tue Mar 27 23:28:50 +0000 2018
260,@CNN,0.0,0.0,1.0,0.0,China raised eyebrows this month by announcing it will give the Economic Community of West African States a $31.6 m… https://t.co/dgRkS4pNdV,Wed Mar 28 00:45:47 +0000 2018
261,@CNN,0.0,0.0,1.0,0.0,RT @AC360: China confirms: Kim Jong Un made a visit to Beijing https://t.co/mCREpkhOLd https://t.co/qoCsm4ZYzD,Wed Mar 28 00:40:26 +0000 2018
262,@CNN,0.0,0.0,1.0,0.0,"Former President George W. Bush may have retired his political penny loafers, but his dancing shoes? Those haven't… https://t.co/K4DjLuftKI",Wed Mar 28 00:36:50 +0000 2018
263,@CNN,0.0,0.0,1.0,0.0,"""Tonight, the President, still uncharacteristically silent."" With the news dominated by stories of alleged affairs… https://t.co/ywrY4xrHbh",Wed Mar 28 00:32:04 +0000 2018
264,@CNN,-0.8266,0.338,0.662,0.0,"After spending 23 years in prison for a crime he didn't commit, Nevest Coleman is back working as a groundskeeper f… https://t.co/3wnuYj9ZXQ",Wed Mar 28 00:21:03 +0000 2018
265,@CNN,0.0,0.0,1.0,0.0,North Atlantic right whales may be on edge of extinction. There's been zero births this year.… https://t.co/wkHa5e2fwD,Wed Mar 28 00:18:02 +0000 2018
266,@CNN,0.2732,0.0,0.792,0.208,Presidential misspellings create a spike in dictionary searches https://t.co/clvvRb4A5j https://t.co/jChXBtd8qI,Wed Mar 28 00:13:03 +0000 2018
267,@CNN,0.0,0.0,1.0,0.0,"President Trump has appointed to his cabinet several people who've served as conservative TV pundits, many on Fox N… https://t.co/ENk3znOZj5",Wed Mar 28 00:08:53 +0000 2018
268,@CNN,0.2732,0.0,0.9,0.1,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/l7yBatqodJ",Wed Mar 28 00:03:07 +0000 2018
269,@CNN,0.3612,0.097,0.737,0.166,The brother of slain Democratic National Committee staffer Seth Rich is suing right-wing activists and the Washingt… https://t.co/R4cs9PSQVQ,Wed Mar 28 00:03:04 +0000 2018
270,@CNN,0.0,0.0,1.0,0.0,"Cops in Tempe, Arizona, now have AR-15s strapped to the back of their motorcycles https://t.co/olcEquajNB https://t.co/xGVdtixqVC",Tue Mar 27 23:58:04 +0000 2018
271,@CNN,0.0,0.0,1.0,0.0,"RT @OutFrontCNN: ""Tonight, the President, still uncharacteristically silent."" - Amid a news cycle dominated by stories of alleged affairs w…",Tue Mar 27 23:56:45 +0000 2018
272,@CNN,0.0,0.0,1.0,0.0,Three members of the Australian cricket team will be sent home from Johannesburg after admitting during a post-matc… https://t.co/1UMvm0nLLv,Tue Mar 27 23:55:14 +0000 2018
273,@CNN,0.3818,0.0,0.729,0.271,Stunning photos capture Egypt's ancient underworld https://t.co/bW90Z7OZ7o https://t.co/8abhSDTKEu,Tue Mar 27 23:53:06 +0000 2018
274,@CNN,0.2732,0.0,0.9,0.1,"JUST IN: North Korea leader Kim Jong Un made a surprise two-day trip to Beijing, Chinese state media has confirmed… https://t.co/IW7YZvzjLR",Tue Mar 27 23:52:02 +0000 2018
275,@CNN,0.1779,0.1,0.769,0.131,"Heineken has pulled an ad with the tagline ""Sometimes lighter is better"" after critics slammed it as racist.… https://t.co/8LXiHLTqQH",Tue Mar 27 23:48:04 +0000 2018
276,@CNN,-0.7096,0.33,0.67,0.0,A new NYPD internal investigation criticizes the way the department handles sexual assaults https://t.co/UALy5XvuiA https://t.co/TNF0zTBLjm,Tue Mar 27 23:43:02 +0000 2018
277,@CNN,0.806,0.0,0.697,0.303,"""They didn't have to kill him like that. They didn't have to shoot him that many times."" The grandmother of Stephon… https://t.co/WqdgsJQJs6",Tue Mar 27 23:38:48 +0000 2018
278,@CNN,0.0,0.0,1.0,0.0,"Veterans Affairs Secretary David Shulkin appears to be on thin ice with the White House, but some major veterans gr… https://t.co/Tz47JBpTW1",Tue Mar 27 23:33:02 +0000 2018
279,@CNN,0.2732,0.0,0.9,0.1,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/Dk8k01daZO",Tue Mar 27 23:28:50 +0000 2018
280,@CNN,0.0,0.0,1.0,0.0,China raised eyebrows this month by announcing it will give the Economic Community of West African States a $31.6 m… https://t.co/dgRkS4pNdV,Wed Mar 28 00:45:47 +0000 2018
281,@CNN,0.0,0.0,1.0,0.0,RT @AC360: China confirms: Kim Jong Un made a visit to Beijing https://t.co/mCREpkhOLd https://t.co/qoCsm4ZYzD,Wed Mar 28 00:40:26 +0000 2018
282,@CNN,0.0,0.0,1.0,0.0,"Former President George W. Bush may have retired his political penny loafers, but his dancing shoes? Those haven't… https://t.co/K4DjLuftKI",Wed Mar 28 00:36:50 +0000 2018
283,@CNN,0.0,0.0,1.0,0.0,"""Tonight, the President, still uncharacteristically silent."" With the news dominated by stories of alleged affairs… https://t.co/ywrY4xrHbh",Wed Mar 28 00:32:04 +0000 2018
284,@CNN,-0.8266,0.338,0.662,0.0,"After spending 23 years in prison for a crime he didn't commit, Nevest Coleman is back working as a groundskeeper f… https://t.co/3wnuYj9ZXQ",Wed Mar 28 00:21:03 +0000 2018
285,@CNN,0.0,0.0,1.0,0.0,North Atlantic right whales may be on edge of extinction. There's been zero births this year.… https://t.co/wkHa5e2fwD,Wed Mar 28 00:18:02 +0000 2018
286,@CNN,0.2732,0.0,0.792,0.208,Presidential misspellings create a spike in dictionary searches https://t.co/clvvRb4A5j https://t.co/jChXBtd8qI,Wed Mar 28 00:13:03 +0000 2018
287,@CNN,0.0,0.0,1.0,0.0,"President Trump has appointed to his cabinet several people who've served as conservative TV pundits, many on Fox N… https://t.co/ENk3znOZj5",Wed Mar 28 00:08:53 +0000 2018
288,@CNN,0.2732,0.0,0.9,0.1,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/l7yBatqodJ",Wed Mar 28 00:03:07 +0000 2018
289,@CNN,0.3612,0.097,0.737,0.166,The brother of slain Democratic National Committee staffer Seth Rich is suing right-wing activists and the Washingt… https://t.co/R4cs9PSQVQ,Wed Mar 28 00:03:04 +0000 2018
290,@CNN,0.0,0.0,1.0,0.0,"Cops in Tempe, Arizona, now have AR-15s strapped to the back of their motorcycles https://t.co/olcEquajNB https://t.co/xGVdtixqVC",Tue Mar 27 23:58:04 +0000 2018
291,@CNN,0.0,0.0,1.0,0.0,"RT @OutFrontCNN: ""Tonight, the President, still uncharacteristically silent."" - Amid a news cycle dominated by stories of alleged affairs w…",Tue Mar 27 23:56:45 +0000 2018
292,@CNN,0.0,0.0,1.0,0.0,Three members of the Australian cricket team will be sent home from Johannesburg after admitting during a post-matc… https://t.co/1UMvm0nLLv,Tue Mar 27 23:55:14 +0000 2018
293,@CNN,0.3818,0.0,0.729,0.271,Stunning photos capture Egypt's ancient underworld https://t.co/bW90Z7OZ7o https://t.co/8abhSDTKEu,Tue Mar 27 23:53:06 +0000 2018
294,@CNN,0.2732,0.0,0.9,0.1,"JUST IN: North Korea leader Kim Jong Un made a surprise two-day trip to Beijing, Chinese state media has confirmed… https://t.co/IW7YZvzjLR",Tue Mar 27 23:52:02 +0000 2018
295,@CNN,0.1779,0.1,0.769,0.131,"Heineken has pulled an ad with the tagline ""Sometimes lighter is better"" after critics slammed it as racist.… https://t.co/8LXiHLTqQH",Tue Mar 27 23:48:04 +0000 2018
296,@CNN,-0.7096,0.33,0.67,0.0,A new NYPD internal investigation criticizes the way the department handles sexual assaults https://t.co/UALy5XvuiA https://t.co/TNF0zTBLjm,Tue Mar 27 23:43:02 +0000 2018
297,@CNN,0.806,0.0,0.697,0.303,"""They didn't have to kill him like that. They didn't have to shoot him that many times."" The grandmother of Stephon… https://t.co/WqdgsJQJs6",Tue Mar 27 23:38:48 +0000 2018
298,@CNN,0.0,0.0,1.0,0.0,"Veterans Affairs Secretary David Shulkin appears to be on thin ice with the White House, but some major veterans gr… https://t.co/Tz47JBpTW1",Tue Mar 27 23:33:02 +0000 2018
299,@CNN,0.2732,0.0,0.9,0.1,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/Dk8k01daZO",Tue Mar 27 23:28:50 +0000 2018
300,@FoxNews,-0.3818,0.178,0.822,0.0,"Orange County votes to fight California's sanctuary city laws, joining sheriff's pushback https://t.co/mXpvYoNZRa",Wed Mar 28 00:50:00 +0000 2018
301,@FoxNews,-0.4215,0.189,0.811,0.0,HAVING A 'RUFF' TIME: Does Charlie look guilty of getting into the trash? https://t.co/VE5XpXOktM,Wed Mar 28 00:42:06 +0000 2018
302,@FoxNews,0.0,0.0,1.0,0.0,"Kim Jong Un meets with Chinese leader on 'unofficial visit,' state media says https://t.co/l36PkMXVE3",Wed Mar 28 00:33:00 +0000 2018
303,@FoxNews,0.4019,0.0,0.87,0.13,Orange County Sheriff Sandra Hutchens on her dept. publishing a “who’s in jail” database to help cooperation with I… https://t.co/z4dp6M6lu5,Wed Mar 28 00:27:40 +0000 2018
304,@FoxNews,0.4404,0.0,0.847,0.153,.@Harvard psychologist @sapinker explains how the world is moving in a better direction in a variety of ways… https://t.co/S6N0OicAkb,Wed Mar 28 00:20:00 +0000 2018
305,@FoxNews,-0.4151,0.165,0.743,0.092,"EXCLUSIVE: Matthew Schrier, the American who escaped Al Qaeda, and says FBI under Mueller &amp; Comey, betrayed him, te… https://t.co/iVOQhcEitR",Wed Mar 28 00:09:17 +0000 2018
306,@FoxNews,0.2263,0.0,0.899,0.101,Oklahoma Senator @JimInhofe says he plans to introduce legislation that would allow immigration agents to send thos… https://t.co/Yjgr7WnVVh,Tue Mar 27 23:50:00 +0000 2018
307,@FoxNews,0.7655,0.062,0.625,0.313,.@MZHemingway on retired Supreme Court justice calling for repealing 2nd Amendment: “It’s absolutely chilling to se… https://t.co/l2xCyd4wKG,Tue Mar 27 23:38:33 +0000 2018
308,@FoxNews,-0.4215,0.141,0.859,0.0,".@TheJuanWilliams on 2020 census asking respondents if they are U.S. citizens: “It will, in fact, discourage people… https://t.co/qHXSzvx0bo",Tue Mar 27 23:32:33 +0000 2018
309,@FoxNews,-0.4939,0.151,0.849,0.0,.@LindseyGrahamSC: “We need that $650 billion to repair the damage done during the Obama administration to our mili… https://t.co/Q6b3ivubWL,Tue Mar 27 23:22:38 +0000 2018
310,@FoxNews,0.0,0.0,1.0,0.0,.@LindseyGrahamSC on dealing with North Korea: “We’ve tried it the Jimmy Carter way for about 30 years. Let’s try i… https://t.co/cZsqGvpOKr,Tue Mar 27 23:12:30 +0000 2018
311,@FoxNews,0.0,0.0,1.0,0.0,US Olympians who plan to skip White House visit https://t.co/YpsyVsFvAs,Tue Mar 27 22:59:40 +0000 2018
312,@FoxNews,-0.6808,0.337,0.663,0.0,Man arrested in connection to suspicious packages found at DC-area military bases https://t.co/KrkVVLyIMy,Tue Mar 27 22:50:00 +0000 2018
313,@FoxNews,0.4019,0.0,0.816,0.184,'Gator King' uses live alligator for gender reveal party in viral video https://t.co/dJKjDmHqzG,Tue Mar 27 22:45:22 +0000 2018
314,@FoxNews,0.7906,0.0,0.588,0.412,Retired Supreme Court Justice Stevens says Second Amendment should be repealed https://t.co/jVAjREXcMQ,Tue Mar 27 22:33:00 +0000 2018
315,@FoxNews,-0.4588,0.15,0.85,0.0,OPINION: Sexism didn’t defeat @HillaryClinton -- Wild untruths about emails are why she's not Madam President (via… https://t.co/6iCEC5WeFc,Tue Mar 27 22:30:00 +0000 2018
316,@FoxNews,-0.891,0.57,0.43,0.0,Twice-deported illegal immigrant accused of raping young girl in Oregon https://t.co/3dGxykyEGg,Tue Mar 27 22:21:35 +0000 2018
317,@FoxNews,-0.5423,0.408,0.419,0.173,Rocker who survived Paris attack says gun control marchers 'exploiting' victims https://t.co/3OzG9OzYnT,Tue Mar 27 21:55:57 +0000 2018
318,@FoxNews,0.7906,0.0,0.696,0.304,.@JesseBWatters on former Supreme Court justice who called for repealing the 2nd Amendment: “This is a slippery slo… https://t.co/kx7rkidaqa,Tue Mar 27 21:42:06 +0000 2018
319,@FoxNews,0.0,0.0,1.0,0.0,.@ElizSmart claims in new book her kidnapper tried to abduct another girl https://t.co/p63MuLdRDL,Tue Mar 27 21:35:00 +0000 2018
320,@FoxNews,-0.3818,0.178,0.822,0.0,"Orange County votes to fight California's sanctuary city laws, joining sheriff's pushback https://t.co/mXpvYoNZRa",Wed Mar 28 00:50:00 +0000 2018
321,@FoxNews,-0.4215,0.189,0.811,0.0,HAVING A 'RUFF' TIME: Does Charlie look guilty of getting into the trash? https://t.co/VE5XpXOktM,Wed Mar 28 00:42:06 +0000 2018
